id,name,facebook,github,twitter,linkedin,youtube,copyrights,profile_picture,short_bio,promotion_message,about_me
1,Anshuman Pattnaik,https://www.facebook.com/hackbotone,https://github.com/anshumanpattnaik,https://twitter.com/anspattnaik,https://www.linkedin.com/in/anshuman123/,https://www.youtube.com/anshumanpattnaik,© 2021 HACKBOTONE. ALL RIGHTS RESERVED.,https://assets.hackbotone.com/assets/profile/anshuman_pattnaik.jpg,"<span style='"color: rgb(0, 0, 0); font-size: large; text-indent: 0px;'">Hi there! I am the creator of the HackbotOne website, the platform I have built to share my ideas and experience related to Application Security &amp; Software Development. If you want to know more about me then don''t forget to follow me on Twitter&nbsp;</span><a href='"https://twitter.com/anspattnaik'" style='"font-size: large; text-indent: 0px;'"><font color='"#dd4124'">@anspattnaik</font></a><span style='"color: rgb(0, 0, 0); font-size: large; text-indent: 0px;'">.</span>","<font size='"7'" style='"color: rgb(0, 0, 0); text-indent: 0px;'">“</font><font size='"5'" style='"color: rgb(0, 0, 0); text-indent: 0px;'">&nbsp;The platform I have built to share my ideas and experience related to Application Security and Software Development which can be helpful for those who have an interest and passion in these areas.&nbsp;</font><font size='"7'" style='"color: rgb(0, 0, 0); text-indent: 0px;'">”</font>","<font size='"4'">Hi there! I am Anshuman Pattnaik creator of the HackbotOne website the idea behind this platform to publish contents from Application Security &amp; Software Development which can be helpful for those who have an interest and passion in these areas. The platform will focus on making contents from various domains like (Application Development, Security Tools, Bug Bounty write-ups, Open-Source projects and many more) and in the past few of my works already got featured in various InfoSec/Developer communities which I have worked on from a past couple of years and shared in this platform and I would like to thank everyone for appreciating my work.</font><br><div><font size='"4'"><br></font></div><div><b style='"'"><font size='"5'">Background</font></b></div><div><b style='"'"><font size='"4'"><br></font></b></div><div><div><font size='"4'">I have been in the software industry for around 8+ years now and have experienced working in Mobile/Web application development during this period I have worked on multiple core technologies like (Android, Python, Django, Node.js, React.js/redux and many more) and built platforms from scratch and made some of my development work open source on my <a href='"https://github.com/anshumanpattnaik'"><font color='"#dd4124'">GitHub</font></a> as a contribution to the developer community and if you want to know more about my background in terms of project work and technology stack then I''ll highly encourage you to visit my <a href='"https://myportfolio.hackbotone.com/'"><font color='"#dd4124'">portfolio</font></a> website which is a full-stack application I have built using Node.js &amp; React.js.&nbsp;</font></div><div><font size='"4'"><br></font></div><div><font size='"4'">I have started pursuing my interest in application security after having a strong background in software development to know more about security vulnerabilities and follow the best coding practices to secure the platforms and to understand more about vulnerability exploitation I am participating in various Bug Bounty programs like (<a href='"https://www.bugcrowd.com/'"><font color='"#dd4124'">Bugcrowd</font></a>, <a href='"https://www.hackerone.com/'"><font color='"#dd4124'">HackerOne</font></a> and many responsible disclosure programs) to get hands-on experience in application security areas.&nbsp;</font></div><div><font size='"4'"><br></font></div><div><font size='"4'">And also as a developer, my focus will be on building security automation tools to detect &amp; identify vulnerabilities in a system and contribute the development work as an open-source project to the InfoSec community.</font></div><div><font size='"4'"><br></font></div><div><font size='"4'">I have an interest and curiosity to do more research in both of these fields and share my experience and knowledge with the InfoSec &amp; Developer community through this platform.</font></div><div><font size='"4'"><br></font></div><div><font size='"4'">If you want to connect with me then don''t forget to follow me on Twitter <a href='"https://twitter.com/anspattnaik'"><font color='"#dd4124'">@anspattnaik</font></a></font></div><div><font size='"4'"><br></font></div><div><font size='"4'">Thanks</font></div></div>"
